;client;client_id;f_nac;edad;ingr_liquido;comuna;comuna_id;ciudad;ciudad_id;region;gse;gse_id;prof;prof_id;genero;cond_civ;antig_client;auto_marca;auto;auto_marca_id;period_fabr;auto_tasacion;auto_tot_tas;num_auto;p_avaluo_total;dconsumo;lincred;dhipotecario;num_Inst
30037;86869711;694937;29-03-1985;31;2143749;MAIPU;146;SANTIAGO;44;13;C2;2.0;INGENIERO;1.0;1;1;1;;0;;;;;;2030231.0;2558000.0;16852000.0;109789000.0;3.0
54457;708508086;5668044;03-11-1984;31;1812973;CAUQUENES;28;CAUQUENES;7;7;;;;;1;1;1;;0;;;;;;;515000.0;17432000.0;20395000.0;1.0
45509;281227711;2249801;20-06-1977;38;823348;RECOLETA;232;SANTIAGO;44;13;C3;3.0;;;1;1;0;;0;;;;;;;274000.0;7063000.0;0.0;3.0
25214;81837211;654677;06-04-1971;45;2389242;PUERTO VARAS;209;PUERTO MONTT;34;10;;;VETERINARIO;1.0;1;3;0;NISSAN;1;81.0;2007.0;8010000.0;8350000.0;2.0;30738857.0;873000.0;60217000.0;78196000.0;1.0
15342;30159461;241255;27-03-1973;43;2271730;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;;;2;3;1;TOYOTA;1;109.0;2012.0;8535000.0;8535000.0;1.0;;24820000.0;72664000.0;173529000.0;6.0
33400;114211961;913675;30-08-1979;36;1484794;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;3;2;;0;;;;;;20834161.0;4611000.0;16156000.0;77621000.0;2.0
37077;145208711;1161649;10-09-1981;34;703159;LA FLORIDA;106;SANTIAGO;44;13;C3;3.0;EMPLEADO;3.0;1;1;1;;0;;;;;;26744774.0;7302000.0;8898000.0;65997000.0;1.0
40686;223431836;1787434;21-01-1981;35;2000000;VITACURA;299;SANTIAGO;44;13;ABC1;1.0;;;2;1;0;VOLKSWAGEN;1;113.0;2011.0;4322500.0;4322500.0;1.0;;656000.0;15488000.0;6819000.0;1.0
32534;107000836;855986;04-06-1975;40;2721600;MELIPILLA;155;MELIPILLA;27;13;OTRO;7.0;;;1;1;0;RENAULT;1;91.0;2013.0;6150000.0;6150000.0;1.0;;10495000.0;21051000.0;136765000.0;2.0
6577;12958336;103646;06-12-1950;65;1129915;PUDAHUEL;206;SANTIAGO;44;13;D;4.0;EMPLEADO;3.0;1;2;0;NISSAN;1;81.0;2006.0;4463333.0;7949047.0;5.0;67581230.0;7059000.0;15874000.0;29099000.0;2.0
43059;250772086;2006156;13-03-1981;35;954457;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;;7830000.0;5637000.0;0.0;1.0
35037;127805836;1022426;11-01-1975;41;3494518;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;MECANICO;2.0;1;1;4;CHEVROLET;1;18.0;1998.0;1550000.0;1550000.0;3.0;;3086000.0;30572000.0;78308000.0;1.0
27070;83975711;671785;06-09-1977;38;2141459;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C2;2.0;;;2;1;2;KIA MOTORS;1;58.0;2011.0;6428000.0;6428000.0;1.0;;18578000.0;2053000.0;93810000.0;2.0
42498;246257461;1970039;11-03-1981;35;1183000;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;PARVULARIA;1.0;2;3;0;;0;;;;;;;1639000.0;2065000.0;35732000.0;1.0
45813;296221836;2369754;19-12-1975;40;2888308;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;;;1;2;0;;0;;;;;;;55406000.0;28356000.0;0.0;4.0
24482;80957836;647642;10-12-1968;47;1367054;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;2;2;0;;0;;;;;;90383249.0;3740000.0;6971000.0;43350000.0;2.0
38184;155208586;1241648;24-04-1975;41;3685414;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;;;1;2;1;;0;;;;;;86503977.0;17317000.0;36703000.0;185842000.0;2.0
1747;3372836;26962;10-01-1973;43;3254766;VALDIVIA;289;VALDIVIA;49;14;;;MEDICO;1.0;1;1;4;TOYOTA;1;109.0;2000.0;1810000.0;1810000.0;2.0;34306598.0;217000.0;11552000.0;49547000.0;2.0
48795;438440586;3507504;21-01-1975;41;2768430;PUNTA ARENAS;212;PUNTA ARENAS;36;12;;;EMPLEADO;3.0;1;2;0;CHEVROLET;1;18.0;2006.0;3475000.0;3475000.0;1.0;41944279.0;32864000.0;10778000.0;70236000.0;2.0
56487;876084211;7008653;22-12-1984;31;609915;INDEPENDENCIA;98;SANTIAGO;44;13;C3;3.0;;;2;1;0;;0;;;;;;;5047000.0;2892000.0;30966000.0;1.0
44350;263655211;2109221;24-02-1984;32;1051000;VINA DEL MAR;298;VALPARAISO;51;5;;;;;2;1;0;;0;;;;;;;3123000.0;8456000.0;58268000.0;2.0
39793;216277711;1730201;28-12-1974;41;991380;BUIN;11;SAN BERNARDO;41;13;C3;3.0;;;1;3;0;;0;;;;;;39792396.0;10683000.0;22933000.0;39281000.0;3.0
47443;375022711;3000161;11-03-1972;44;1517384;LA SERENA;112;COQUIMBO;16;4;D;4.0;INGENIERO;1.0;1;2;0;KIA MOTORS;1;58.0;2010.0;8496000.0;11496000.0;2.0;2190100.0;33532000.0;1032000.0;54529000.0;1.0
48700;433473586;3467768;15-01-1978;38;1217793;ANGOL;7;ANGOL;1;9;;;;;2;1;0;;0;;;;;;;9245000.0;11908000.0;51907000.0;2.0
46044;307412336;2459278;13-01-1960;56;1500000;COPIAPO;57;COPIAPO;15;3;D;4.0;;;1;2;0;SUZUKI;1;105.0;2012.0;8355000.0;13405000.0;2.0;;29604000.0;359000.0;61450000.0;2.0
9041;17879586;143016;29-08-1970;45;2800000;CON CON;53;VALPARAISO;51;5;;;PILOTO;1.0;1;2;4;;0;;;;;;117002982.0;20995000.0;530000.0;84223000.0;1.0
42671;247035461;1976263;14-10-1983;32;1383152;LA FLORIDA;106;SANTIAGO;44;13;OTRO;7.0;;;1;1;0;;0;;;;;;;4518000.0;9717000.0;27109000.0;2.0
21116;72540961;580307;29-01-1952;64;1743856;PUENTE ALTO;207;PUENTE ALTO;33;13;C3;3.0;VENDEDOR;2.0;1;1;0;CHEVROLET;1;18.0;2008.0;3240000.0;3240000.0;1.0;28601954.0;6219000.0;17297000.0;27804000.0;3.0
39987;218060336;1744462;17-08-1977;38;3834747;TALAGANTE;275;TALAGANTE;45;13;C2;2.0;;;1;2;0;KAWASAKI;1;55.0;1989.0;290000.0;290000.0;2.0;76782603.0;71621000.0;22022000.0;236018000.0;2.0
8760;17390586;139104;21-11-1953;62;1222582;TALCA;276;TALCA;46;7;;;MATRONA;1.0;2;3;19;;0;;;;;;43338646.0;2215000.0;14042000.0;27396000.0;2.0
32681;108194461;865535;03-01-1983;33;820800;HUECHURABA;96;SANTIAGO;44;13;C3;3.0;;;2;1;2;;0;;;;;;;2044000.0;24615000.0;4720000.0;1.0
32653;108003461;864007;16-12-1980;35;821395;QUILPUE;224;VALPARAISO;51;5;;;;;1;2;0;TOYOTA;1;109.0;2004.0;2406666.0;2406666.0;2.0;;14278000.0;7103000.0;0.0;1.0
9153;18087211;144677;29-05-1953;62;669321;COQUIMBO;58;COQUIMBO;16;4;C2;2.0;ENFERMERA;1.0;2;1;3;SUBARU;1;104.0;2006.0;5230000.0;5230000.0;1.0;25201340.0;0.0;4766000.0;536000.0;0.0
20445;59582836;476642;11-07-1968;47;2433927;COQUIMBO;58;COQUIMBO;16;4;C3;3.0;TECNICO;3.0;1;3;7;HYUNDAI;1;44.0;2012.0;10950000.0;10950000.0;1.0;44563406.0;2321000.0;10255000.0;73899000.0;1.0
42069;242509836;1940058;22-08-1975;40;3071561;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;2;0;CHEVROLET;1;18.0;1970.0;200000.0;200000.0;3.0;108501244.0;36569000.0;96660000.0;102384000.0;3.0
8515;16881961;135035;04-05-1971;45;1890210;CONCEPCION;54;CONCEPCION;14;8;C2;2.0;;;2;2;5;;0;;;;;;41005066.0;7001000.0;1809000.0;58672000.0;1.0
16641;32838836;262690;29-04-1969;47;6947933;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C2;2.0;;;1;2;2;;0;;;;;;;47000.0;34648000.0;332971000.0;3.0
49064;450519961;3604139;15-03-1982;34;624158;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;SUZUKI;1;105.0;1999.0;1580000.0;1580000.0;1.0;;1042000.0;4737000.0;0.0;1.0
53649;663209461;5305655;02-11-1982;33;516066;TALCA;276;TALCA;46;7;;;;;1;1;0;FORD;1;29.0;2006.0;3800000.0;3800000.0;1.0;;9223000.0;671000.0;23678000.0;2.0
21169;73029961;584219;12-12-1978;37;1866675;NUEVA IMPERIAL;168;TEMUCO;47;9;;;INGENIERO;1.0;1;1;3;HONDA;1;41.0;2000.0;2380000.0;2380000.0;2.0;25440924.0;3928000.0;9690000.0;34239000.0;1.0
37327;147482461;1179839;23-01-1971;45;1468635;SANTIAGO;271;SANTIAGO;44;13;C3;3.0;;;1;2;0;;0;;;;;;81254464.0;2415000.0;10504000.0;85321000.0;2.0
52254;594999586;4759976;09-03-1971;45;2267856;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;2;1;0;;0;;;;;;26232523.0;3611000.0;16431000.0;85601000.0;2.0
6002;11815586;94504;03-09-1971;44;744000;MAIPU;146;SANTIAGO;44;13;C2;2.0;TECNICO;3.0;1;3;0;;0;;;;;;;22101000.0;6308000.0;31310000.0;2.0
14101;27707211;221637;10-11-1982;33;1625686;SAN ANTONIO;245;SAN ANTONIO;40;5;;;;;1;1;3;TOYOTA;1;109.0;2005.0;3610000.0;3610000.0;1.0;;11664000.0;22863000.0;127833000.0;6.0
29702;86455211;691621;19-11-1983;32;2026628;INDEPENDENCIA;98;SANTIAGO;44;13;C3;3.0;;;1;1;2;;0;;;;;;;495000.0;20521000.0;140175000.0;3.0
39920;217409711;1739257;16-07-1976;39;1532986;LA FLORIDA;106;SANTIAGO;44;13;OTRO;7.0;;;1;2;0;HYUNDAI;1;44.0;2012.0;6635000.0;6635000.0;1.0;;51575000.0;29339000.0;365777000.0;5.0
15626;30736461;245871;18-04-1960;56;3309875;MELIPILLA;155;MELIPILLA;27;13;C3;3.0;CONTADOR;1.0;2;1;0;TOYOTA;1;109.0;2011.0;7918333.0;7918333.0;1.0;24690187.0;30570000.0;7104000.0;23858000.0;2.0
24135;80529461;644215;16-10-1962;53;4559998;LA FLORIDA;106;SANTIAGO;44;13;;;;;2;3;5;TOYOTA;1;109.0;2007.0;7205000.0;7205000.0;1.0;84844245.0;78410000.0;42255000.0;109568000.0;4.0
10782;21237711;169881;26-12-1968;47;2385000;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;;;2;1;11;NISSAN;1;81.0;2011.0;4850000.0;4850000.0;1.0;;904000.0;8752000.0;85732000.0;1.0
603;1187586;9480;10-02-1972;44;725370;PUDAHUEL;206;SANTIAGO;44;13;C3;3.0;;;1;3;6;CHEVROLET;1;18.0;2006.0;2100000.0;2100000.0;2.0;17355496.0;7940000.0;5879000.0;48058000.0;2.0
54042;684982711;5479841;23-08-1987;28;898425;LA SERENA;112;COQUIMBO;16;4;;;EMPLEADO;3.0;1;1;0;SAMSUNG;1;95.0;2012.0;5037777.0;5037777.0;1.0;17589657.0;17000.0;8000000.0;22026000.0;1.0
13417;26445211;211541;25-04-1977;39;1823307;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;DISENADOR;1.0;2;2;5;;0;;;;;;;1248000.0;3072000.0;0.0;1.0
56394;846173711;6769369;11-11-1988;27;633316;SAN BERNARDO;246;SAN BERNARDO;41;13;;;;;1;2;0;PEUGEOT;1;85.0;2003.0;2150000.0;2150000.0;1.0;12570418.0;3495000.0;399000.0;29643000.0;2.0
26484;83371336;666950;23-05-1974;42;2119330;VINA DEL MAR;298;VALPARAISO;51;5;C2;2.0;;;1;2;1;HYUNDAI;1;44.0;2010.0;7920000.0;7920000.0;1.0;;16811000.0;12881000.0;69835000.0;2.0
45870;299367086;2394916;28-05-1971;44;1714876;PUNTA ARENAS;212;PUNTA ARENAS;36;12;C2;2.0;EMPLEADO;3.0;1;2;0;;0;;;;;;;4152000.0;4359000.0;31401000.0;3.0
24749;81310336;650462;04-08-1981;34;2638228;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;82053433.0;12843000.0;23168000.0;80834000.0;2.0
1639;3164086;25292;09-12-1963;52;732078;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;2;0;CHEVROLET;1;18.0;2008.0;3435000.0;3435000.0;1.0;;3290000.0;6673000.0;62119000.0;1.0
8819;17493211;139925;26-08-1953;62;1511209;TEMUCO;278;TEMUCO;47;9;C2;2.0;PROFESOR;1.0;2;2;9;FIAT;1;28.0;1980.0;930000.0;22276666.0;8.0;84695634.0;1838000.0;8779000.0;26397000.0;2.0
42686;247090211;1976701;07-11-1982;33;1197987;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;;;1;1;0;TOYOTA;1;109.0;1993.0;1162142.0;1162142.0;1.0;;3137000.0;14602000.0;50499000.0;1.0
50036;494992961;3959923;01-05-1963;53;523894;CONCHALI;55;SANTIAGO;44;13;D;4.0;TECNICO;3.0;2;2;0;;0;;;;;;;9475000.0;7608000.0;0.0;3.0
32707;108466836;867714;22-10-1975;40;608109;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;PUBLICISTA;1.0;1;1;8;FIAT;1;28.0;2005.0;2302500.0;2302500.0;1.0;;4233000.0;1564000.0;27851000.0;1.0
55063;746339086;5970692;07-12-1987;28;1205375;PUDAHUEL;206;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;MAZDA;1;72.0;2011.0;5596666.0;5596666.0;1.0;;10276000.0;24881000.0;0.0;1.0
13610;26826336;214590;01-10-1955;60;1006471;PUERTO MONTT;208;PUERTO MONTT;34;10;C3;3.0;PROFESOR;1.0;2;3;6;PEUGEOT;1;85.0;2008.0;3877500.0;3877500.0;1.0;;527000.0;10426000.0;0.0;2.0
20424;59422836;475362;21-07-1959;56;1897326;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;MECANICO;2.0;1;3;9;;0;;;;;;32300280.0;21791000.0;10253000.0;53422000.0;3.0
19207;46094586;368736;27-12-1960;55;2019147;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;EMPLEADO;3.0;1;1;0;SUZUKI;1;105.0;2013.0;6326666.0;6326666.0;1.0;;4343000.0;3047000.0;34452000.0;2.0
18006;36709836;293658;07-09-1974;41;1164916;TEMUCO;278;TEMUCO;47;9;C3;3.0;;;1;3;1;;0;;;;;;;19736000.0;1335000.0;59049000.0;2.0
34943;126962711;1015681;18-12-1965;50;5000000;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;;;1;3;0;;0;;;;;;332087378.0;19630000.0;57055000.0;228291000.0;2.0
960;1867211;14917;26-05-1971;44;1321127;PENAFLOR;186;TALAGANTE;45;13;D;4.0;;;1;3;0;CITROEN;1;20.0;1980.0;200000.0;200000.0;1.0;;3629000.0;504000.0;0.0;2.0
28203;84951461;679591;18-09-1981;34;1945771;SALAMANCA;244;ILLAPEL;20;4;;;INDEPENDIENTE;3.0;1;1;2;;0;;;;;;16370986.0;18597000.0;100000.0;0.0;2.0
13420;26447086;211556;29-12-1979;36;888013;NIQUEN;166;CHILLAN;11;8;;;;;1;3;0;FIAT;1;28.0;2007.0;2875000.0;2875000.0;1.0;;8464000.0;5108000.0;37509000.0;3.0
44575;266536211;2132269;18-01-1971;45;1800455;LA FLORIDA;106;SANTIAGO;44;13;C2;2.0;PERIODISTA;1.0;1;1;1;HONDA;1;41.0;1994.0;320000.0;320000.0;1.0;18615305.0;21000.0;14520000.0;72249000.0;1.0
35089;128338086;1026684;06-02-1978;38;488670;VINA DEL MAR;298;VALPARAISO;51;5;C3;3.0;;;2;3;0;;0;;;;;;;1621000.0;550000.0;9411000.0;1.0
36934;143881836;1151034;26-04-1971;45;2741839;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;EMPLEADO;3.0;1;1;0;YAMAHA;1;116.0;2007.0;2360000.0;2360000.0;2.0;40063029.0;7828000.0;177000.0;53335000.0;2.0
46319;321421711;2571353;27-05-1980;35;1813764;SAN ANTONIO;245;SAN ANTONIO;40;5;C2;2.0;;;1;2;0;FORD;1;29.0;2012.0;7360000.0;7360000.0;1.0;;27934000.0;3662000.0;72935000.0;3.0
29880;86644211;693133;08-06-1984;31;2526762;MAIPU;146;SANTIAGO;44;13;OTRO;7.0;;;1;2;1;HONDA;1;41.0;2012.0;14885000.0;14885000.0;2.0;;16497000.0;24839000.0;125621000.0;3.0
34315;121803086;974404;01-01-1986;30;718892;LA SERENA;112;COQUIMBO;16;4;D;4.0;;;2;1;1;GEELY;1;32.0;2010.0;2472000.0;2472000.0;1.0;;3267000.0;3212000.0;21320000.0;1.0
16629;32817461;262519;23-08-1976;39;1326717;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;INGENIERO;1.0;1;1;0;PEUGEOT;1;85.0;2008.0;4510000.0;4510000.0;1.0;42313139.0;1578000.0;15710000.0;30809000.0;2.0
17832;36508086;292044;02-09-1976;39;3174098;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;MEDICO;1.0;1;2;1;;0;;;;;;61246797.0;40818000.0;38216000.0;103667000.0;2.0
31601;98912961;791283;24-07-1967;48;1391460;ESTACION CENTRAL;77;SANTIAGO;44;13;;;;;2;2;2;MAZDA;1;72.0;2012.0;10130000.0;10130000.0;1.0;24985783.0;15081000.0;10399000.0;0.0;3.0
10416;20480711;163825;09-08-1966;49;3000000;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;MEDICO;1.0;2;1;11;;0;;;;;;;1866000.0;13382000.0;77325000.0;1.0
50335;509118836;4072930;10-09-1984;31;1099605;NUNOA;169;SANTIAGO;44;13;;;;;1;1;0;;0;;;;;;;11770000.0;5892000.0;43555000.0;6.0
15908;31328211;250605;31-08-1959;56;1114348;MAIPU;146;SANTIAGO;44;13;OTRO;7.0;SECRETARIA;1.0;2;1;4;SUZUKI;1;105.0;2005.0;1550000.0;1550000.0;1.0;20181261.0;11398000.0;3726000.0;27523000.0;3.0
49555;473098336;3784766;12-05-1980;36;936129;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;;;2;1;0;HONDA;1;41.0;2009.0;590000.0;590000.0;1.0;;1402000.0;5355000.0;27490000.0;2.0
46725;340347836;2722762;15-04-1982;34;1544830;PUERTO MONTT;208;PUERTO MONTT;34;10;;;;;1;1;0;;0;;;;;;;12580000.0;631000.0;0.0;2.0
33080;111533961;892251;27-04-1972;44;2357470;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;CONSTRUCTOR;2.0;1;2;4;;0;;;;;;97484404.0;1625000.0;20431000.0;101307000.0;1.0
42303;245254336;1962014;16-01-1978;38;5564067;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;;0;;;;;;94287145.0;11855000.0;1668000.0;0.0;1.0
24133;80528336;644206;30-12-1961;54;5774553;CALAMA;15;CALAMA;5;2;C2;2.0;INGENIERO;1.0;1;3;1;;0;;;;;;97191082.0;14248000.0;31190000.0;118182000.0;3.0
41318;230688961;1845491;15-11-1977;38;931479;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;CONSTRUCTOR;2.0;1;1;0;SUZUKI;1;105.0;2009.0;5585000.0;5585000.0;1.0;;5833000.0;13397000.0;0.0;2.0
4755;9361836;74874;23-05-1973;43;3141401;LO BARNECHEA;128;SANTIAGO;44;13;C3;3.0;ASESORA DEL HOGAR;2.0;2;3;3;;0;;;;;;;73328000.0;4662000.0;0.0;5.0
44380;263792336;2110318;21-12-1983;32;4238750;CHEPICA;34;SAN FERNANDO;43;6;;;;;1;1;0;HONDA;1;41.0;2011.0;9630000.0;9630000.0;1.0;;49771000.0;18132000.0;57849000.0;2.0
31324;96620711;772945;24-08-1973;42;1399513;EL BOSQUE;70;SANTIAGO;44;13;D;4.0;;;1;2;0;HYUNDAI;1;44.0;2007.0;4240000.0;6435000.0;3.0;;2025000.0;51927000.0;72249000.0;2.0
38718;195279336;1562214;30-10-1976;39;3119521;VITACURA;299;SANTIAGO;44;13;C2;2.0;;;1;2;0;KIA MOTORS;1;58.0;2010.0;8400000.0;8400000.0;2.0;135259146.0;49875000.0;27345000.0;0.0;2.0
54536;713650086;5709180;08-09-1984;31;1671735;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C2;2.0;;;1;1;0;;0;;;;;;;12484000.0;8005000.0;40289000.0;1.0
828;1638086;13084;16-01-1975;41;3243731;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;2;5;;0;;;;;;;5264000.0;64613000.0;95189000.0;2.0
9772;19244086;153932;07-07-1968;47;3777363;INDEPENDENCIA;98;SANTIAGO;44;13;;;;;1;2;7;KAWASAKI;1;55.0;1991.0;280000.0;280000.0;4.0;;100136000.0;61568000.0;0.0;2.0
18112;36843461;294727;26-12-1981;34;1441295;SAN RAMON;264;SANTIAGO;44;13;C3;3.0;;;1;3;2;;0;;;;;;;8588000.0;26252000.0;60698000.0;2.0
37775;151427461;1211399;12-06-1977;38;1050324;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;;0;;;;;;;0.0;2912000.0;0.0;0.0
11034;21742711;173921;20-11-1977;38;2848277;RECOLETA;232;SANTIAGO;44;13;;;;;2;1;0;HYUNDAI;1;44.0;2008.0;4512500.0;4512500.0;1.0;32431523.0;17111000.0;20278000.0;51649000.0;2.0
41598;237276586;1898192;29-10-1954;61;4683313;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;ECONOMISTA;1.0;2;1;0;RENAULT;1;91.0;2011.0;8072500.0;8072500.0;1.0;337042581.0;6056000.0;37956000.0;0.0;3.0
48178;409533711;3276249;20-10-1978;37;1063838;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C3;3.0;;;1;1;0;CHEVROLET;1;18.0;2011.0;7960000.0;7960000.0;1.0;;14108000.0;18262000.0;44953000.0;3.0
37692;150824961;1206579;31-07-1963;52;1500000;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;TECNICO;3.0;1;2;4;ALFA ROMEO;1;3.0;1986.0;510000.0;710000.0;3.0;15992381.0;25860000.0;5518000.0;0.0;1.0
48293;414398586;3315168;22-06-1980;35;1829805;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;ABOGADO;1.0;1;3;0;VESPA;1;112.0;2009.0;1413333.0;1413333.0;2.0;;24156000.0;30462000.0;69610000.0;3.0
47510;378302086;3026396;08-10-1973;42;4301500;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;CHEVROLET;1;18.0;2010.0;5460000.0;8606000.0;7.0;41899409.0;4708000.0;41155000.0;89625000.0;3.0
16659;32892211;263117;07-01-1983;33;1733733;QUILPUE;224;VALPARAISO;51;5;;;INGENIERO;1.0;2;1;11;;0;;;;;;;0.0;3816000.0;35274000.0;0.0
25473;82127211;656997;30-06-1981;34;1193666;LA SERENA;112;COQUIMBO;16;4;OTRO;7.0;;;1;1;0;;0;;;;;;29764915.0;2622000.0;5463000.0;43687000.0;1.0
24258;80674961;645379;08-12-1964;51;3000000;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;MEDICO;1.0;1;2;0;SUZUKI;1;105.0;2011.0;5340000.0;16073333.0;2.0;180794396.0;3118000.0;46806000.0;187187000.0;1.0
21690;76793461;614327;30-09-1971;44;6125802;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;1;2;7;AUDI;1;9.0;2006.0;6910000.0;18013333.0;3.0;136343690.0;50844000.0;59412000.0;0.0;4.0
46781;343268836;2746130;23-10-1984;31;810709;PENALOLEN;187;SANTIAGO;44;13;D;4.0;;;2;1;0;;0;;;;;;;793000.0;7198000.0;31838000.0;2.0
51785;574302086;4594396;22-10-1970;45;925253;COPIAPO;57;COPIAPO;15;3;C3;3.0;OPERADOR;2.0;1;1;0;;0;;;;;;;;;;
27738;84552711;676401;23-10-1979;36;974502;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;DISENADOR;1.0;2;1;0;TOYOTA;1;109.0;2008.0;3760000.0;3760000.0;1.0;41277790.0;2027000.0;6347000.0;50643000.0;3.0
45140;274810836;2198466;18-08-1979;36;1199323;VINA DEL MAR;298;VALPARAISO;51;5;C3;3.0;;;1;1;0;;0;;;;;;;17459000.0;2191000.0;74208000.0;2.0
53733;667528711;5340209;11-02-1982;34;3246567;SAN FELIPE;251;SAN FELIPE;42;5;;;INGENIERO;1.0;2;1;0;VOLKSWAGEN;1;113.0;2010.0;3915000.0;3915000.0;2.0;;3100000.0;8626000.0;51892000.0;3.0
13199;26039961;208299;19-03-1959;57;3000000;LA FLORIDA;106;SANTIAGO;44;13;C2;2.0;;;1;1;15;;0;;;;;;211904467.0;18624000.0;34006000.0;288986000.0;2.0
12418;24470211;195741;02-01-1959;57;1377041;RANCAGUA;230;RANCAGUA;39;6;OTRO;7.0;MECANICO;2.0;1;3;11;KIA MOTORS;1;58.0;2006.0;5510000.0;8836666.0;2.0;59788200.0;30972000.0;8718000.0;36891000.0;5.0
52785;619098586;4952768;11-03-1956;60;1261373;IQUIQUE;99;IQUIQUE;21;1;C2;2.0;PROFESOR;1.0;1;3;0;;0;;;;;;;6281000.0;3252000.0;0.0;4.0
46115;310681836;2485434;26-03-1978;38;2229018;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;1;3;0;TOYOTA;1;109.0;2011.0;7918333.0;15650833.0;3.0;;380000.0;5427000.0;89728000.0;1.0
23234;78323086;626564;13-04-1978;38;1937384;MAIPU;146;SANTIAGO;44;13;C2;2.0;BIOLOGO;1.0;1;2;0;;0;;;;;;;6468000.0;22964000.0;107826000.0;3.0
24091;80477586;643800;18-06-1962;53;1907396;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;2;1;1;PEUGEOT;1;85.0;2001.0;1370000.0;1370000.0;1.0;27243744.0;26656000.0;16117000.0;81901000.0;3.0
31909;101679586;813416;07-08-1979;36;634361;SAN FERNANDO;252;SAN FERNANDO;43;6;C3;3.0;TECNICO;3.0;2;2;9;CHEVROLET;1;18.0;2010.0;3853000.0;3853000.0;1.0;15529805.0;903000.0;5694000.0;23998000.0;2.0
33292;113380586;907024;29-01-1986;30;3000000;LOS ANDES;135;LOS ANDES;25;5;;;;;2;1;0;PEUGEOT;1;85.0;2009.0;5910000.0;5910000.0;2.0;;38564000.0;41339000.0;68085000.0;3.0
28295;85041336;680310;30-09-1981;34;3882579;CONCEPCION;54;CONCEPCION;14;8;ABC1;1.0;;;2;1;0;;0;;;;;;;16516000.0;5140000.0;60154000.0;2.0
33097;111705336;893622;17-04-1982;34;1425686;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;2;1;0;;0;;;;;;80301716.0;12779000.0;3106000.0;110842000.0;1.0
17622;36191211;289509;01-02-1985;31;1248787;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;3;;0;;;;;;;39000.0;6925000.0;44210000.0;2.0
14617;28717836;229722;21-11-1979;36;1167696;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;1;1;5;BMW;1;12.0;1991.0;1560000.0;1560000.0;1.0;;6855000.0;20328000.0;37338000.0;3.0
